<META>
author:Youppie Arliansyah
email:youppie@gmail.com
tanggal_dibuat:2010-11-17
nama_file:wilayah.txt
deskripsi:Data Wilayah (Propinsi, Kabupaten, Kecamatan) Indonesia, sumber data diambil dari sumbangan Wida Sari dari file group ID-PHP
kegunaan:Demo
lokasi:data/wilayah.txt
primary_key:kode_wilayah
sifat_tabel:master;hirarki
72.01.09.0000;TOILI
72.02.01.0000;POSO KOTA
72.02.02.0000;POSO PESISIR
72.02.03.0000;L A G E
72.02.04.0000;PAMONA UTARA
72.02.05.0000;PAMONA TIMUR
72.02.06.0000;PAMONA SELATAN
72.02.07.0000;LORE UTARA
72.02.08.0000;LORE TENGAH
72.02.09.0000;LORE SELATAN
72.03.01.0000;K U L A W I
72.03.02.0000;PIPIKORO
72.03.03.0000;D O L O
72.03.04.0000;RIO PEKAVA
72.03.05.0000;SIGI BIROMARU
72.03.06.0000;DAMPEOLAS SOJOL
72.03.07.0000;MARAWOLA
72.03.08.0000;BANAWA
72.03.09.0000;TAWAELI
72.03.10.0000;SINDUE
72.03.11.0000;SIRENJA
72.03.12.0000;BALAESANG
72.03.13.0000;PALOLO
72.03.14.0000;SOJOL
72.04.01.0000;DAMPAL SELATAN
72.04.02.0000;DAMPAL UTARA
72.04.03.0000;D O N D O
72.04.04.0000;BASIDONDO
72.04.05.0000;OGODEIDE
72.04.06.0000;LAMPASIO
72.04.07.0000;BAOLAN
72.04.08.0000;GALANG
72.04.09.0000;TOLI TOLI UTARA
72.05.01.0000;LOBANGKURUNG
72.05.02.0000;BANGGAI
72.05.03.0000;TOTIKUM
72.05.04.0000;TINANGKUNG
72.05.05.0000;L I A N G
72.05.06.0000;BULAGI
72.05.07.0000;B U K O
72.06.01.0000;MORIS ATAS
72.06.02.0000;L E M B O
72.06.03.0000;PETASIA
72.06.04.0000;BUNGKU UTARA
72.06.05.0000;BUNGKU TENGAH
72.06.06.0000;BUNGKU SELATAN
72.06.07.0000;MENUI KEPULAUAN
72.06.08.0000;BUNGKU BARAT
72.07.01.0000;MOMUNU
72.07.02.0000;B I A U
72.07.03.0000;B O K A T
72.07.04.0000;BUNOBOGU
72.07.05.0000;PALELE
72.08.01.0000;P A R I G I
72.08.02.0000;AMPIBABO
72.08.03.0000;TINOMBO
72.08.04.0000;MAUTONG
72.08.05.0000;TOMINI
72.08.06.0000;SAUSU
72.09.01.0000;UNA-UNA
72.09.02.0000;TOGIAN
72.09.03.0000;WALEA KEPULAUAN
72.09.04.0000;AMPANA TETE
72.09.05.0000;AMPANA KOTA
72.09.06.0000;ULUBONGKA
72.09.07.0000;TOJO BARAT
72.09.08.0000;T O J O
72.71.01.0000;PALU TIMUR
72.71.02.0000;PALU BARAT
72.71.03.0000;PALU SELATAN
72.71.04.0000;PALU UTARA
12.01.01.0000;KOLANG
12.01.02.0000;SORKAM
12.01.03.0000;SIBOLGA
12.01.04.0000;LUMUT
12.01.05.0000;MANDUAMAS
12.01.07.0000;TAPIAN NAULI
12.01.08.0000;SIBABAGUN
12.01.09.0000;SOSOR GADONG
12.01.10.0000;SORKAM BARAT
12.01.11.0000;SIRANDORUNG
12.01.12.0000;ANDAM DEWI
12.01.13.0000;SITUHUIS
12.01.14.0000;TUKKA
12.01.15.0000;BADIRI
12.02.01.0000;TARUTUNG
12.02.02.0000;SIATAS BARITA
12.02.03.0000;ADIAN KOTING
12.02.04.0000;SIPOHOLON
12.02.05.0000;PAHAE JULU
12.02.06.0000;PAHAE JAE
12.02.07.0000;SIMANGUMBAN
12.02.08.0000;PURBA TUA
12.02.09.0000;SIBORONG - BORONG
12.02.10.0000;PAGARAN
12.02.11.0000;PARMONANGAN
12.02.12.0000;SIPAHUTAR
12.02.13.0000;PANGARIBUAN
12.02.14.0000;GAROGA
12.02.15.0000;MUARA
12.03.01.0000;PADANG SIDEMPUAN BARAT
12.03.02.0000;BATANG TORU
12.03.03.0000;PADANG SIDEMPUAN TIMUR
12.03.04.0000;SIPIROK
12.03.05.0000;SAIPAR DOLOK HOLE
12.03.06.0000;SIAIS
12.03.07.0000;BATANG ANGKOLA
12.03.08.0000;PADANG BOLAK
12.03.09.0000;DOLOK
12.03.10.0000;BARUMUN TENGAH
12.03.11.0000;SOSOPAN
12.03.12.0000;MARANCAR
12.03.13.0000;SOSA
12.03.14.0000;A R S E
12.03.15.0000;HALONGONAN
12.03.16.0000;PADANG SIDEMPUAN BOLAK JULU
12.03.17.0000;BATANG ONANG
12.03.19.0000;SAYUR MATINGGI
12.03.20.0000;AEK BILAH
12.03.21.0000;P O R T I B I
12.03.22.0000;HURISTAK
12.03.23.0000;SIMANGAMBAT
12.03.24.0000;ULU BARUMUN
12.03.25.0000;LUBUK BARUMUN
12.03.26.0000;BATANG LUBU SUTAM
12.04.01.0000;IDANOGAWA
12.04.02.0000;SIROMBU
12.04.03.0000;MANDREHE
12.04.04.0000;G I D O
12.04.05.0000;LOLOFITU MOI
12.04.06.0000;GUNUNG SITOLI
12.04.07.0000;HILIDUHO
12.04.08.0000;A L A S A
12.04.09.0000;LAHEWA
12.04.10.0000;TUHEMBERUA
12.04.11.0000;BAWOLATO
12.04.12.0000;NAMOHALU ESIWA
12.04.13.0000;LOTU
12.04.14.0000;A F U L U
12.05.01.0000;BAHOROK
12.05.02.0000;SALAPIAN
12.05.03.0000;K U A L A
12.05.04.0000;SEI. BINGE
12.05.05.0000;B I N J A I
12.05.06.0000;SELESAI
12.05.07.0000;STABAT
12.05.08.0000;W A M P U
12.05.09.0000;SICANGGANG
12.05.10.0000;H I N A I
12.05.11.0000;TANJUNG PURA
12.05.12.0000;PADANG TUALANG
12.05.13.0000;GEBANG
12.05.14.0000;BABALAN
12.05.15.0000;PANGKALAN SUSU
12.05.16.0000;BESITANG
12.05.17.0000;SEI. LEPAN
12.05.18.0000;BRANDAN BARAT
12.05.19.0000;BATANG SERANGAN
12.05.20.0000;SAWIT SEBERANG
12.06.01.0000;TIGA BINANGA
12.06.02.0000;JUHAR
12.06.03.0000;MUNTE
12.06.04.0000;TIGA PANAH
12.06.05.0000;BARUS JAHE
12.06.06.0000;KABAN JAHE
12.06.07.0000;SIMPANG EMPAT
12.06.08.0000;PAYUNG
12.06.09.0000;KUTA BULUH
12.06.10.0000;LAU BALENG
12.06.11.0000;BRASTAGI
12.06.12.0000;MARDINGDING
12.06.13.0000;MEREK
12.07.01.0000;GUNUNG MERIAH
12.07.02.0000;TANJUNG MORAWA
12.07.03.0000;SIBOLANGIT
12.07.04.0000;KUTALIMBARU
12.07.05.0000;PANCUR BATU
12.07.06.0000;NAMO RAMBE
12.07.07.0000;SIBIRU-BIRU
12.07.08.0000;SINEMBAH TANJUNG MUDA HILIR
12.07.20.0000;SINEMBAH TANJUNG MUDA HULU
12.07.21.0000;PATUMBAK
12.07.22.0000;DELI TUA
12.07.23.0000;SUNGGAL
12.07.24.0000;HAMPARAN PERAK
12.07.25.0000;LABUHAN DELI
12.07.26.0000;PERCUT SEI TUAN
12.07.27.0000;BATANG KUIS
12.07.28.0000;LUBUK PAKAM
12.07.31.0000;PAGAR MERBAU
12.07.32.0000;PANTAI LABU
12.07.33.0000;BERINGIN
12.08.01.0000;SIANTAR
12.08.02.0000;GUNUNG MALELA
12.08.03.0000;GUNUNG MALIGAS
12.08.04.0000;PANEI
12.08.05.0000;PANOMBEIAN PANEI
12.08.06.0000;JORLANG HATARAN
12.08.07.0000;RAYA KAHEAN
12.08.08.0000;BOSAR MALIGAS
12.08.09.0000;SIDAMANIK
12.08.10.0000;PEMATANG SIDAMANIK
12.08.11.0000;TANAH JAWA
12.08.12.0000;HATONDUHAN
12.08.13.0000;DOLOK PANRIBUAN
12.08.14.0000;P U R B A
12.08.15.0000;HARANGGAOL HORISON
12.08.16.0000;GIRSANG SIPANGAN BOLON
12.08.17.0000;DOLOK BATU NANGGAR
12.08.18.0000;HUTA BAYU RAJA
12.08.19.0000;JAWA MARAJA BAH JAMBI
12.08.20.0000;DOLOK PERDAMEAN
12.08.21.0000;PEMATANG BANDAR
12.08.22.0000;BANDAR HULUAN
12.08.23.0000;BANDAR
12.08.24.0000;BANDAR MASILAM
12.08.25.0000;SILIMA KUTA
12.08.26.0000;DOLOK SILOU
12.08.27.0000;SILOU KAHEAN
12.08.28.0000;TAPIAN DOLOK
12.08.29.0000;R A Y A
12.08.30.0000;UJUNG PADANG
12.09.01.0000;MEDANG DERAS
12.09.02.0000;AIR PUTIH
12.09.03.0000;LIMA PULUH
12.09.04.0000;TANJUNG TIRAM
12.09.05.0000;TALAWI
12.09.06.0000;SEI SUKA
12.09.07.0000;SEI BALAI
12.09.08.0000;MERANTI
12.09.09.0000;AIR JOMAN 
12.09.10.0000;TANJUNG BAALAI
12.09.11.0000;SEI KEPAYANG
12.09.12.0000;SIMPANG  EMPAT
12.09.13.0000;AIR BATU
12.09.14.0000;PULAU RAKYAT
12.09.15.0000;BANDAR PULAU
12.09.16.0000;BUNTU PANE
12.09.17.0000;B.P.MANDOGE
12.09.18.0000;AEK KUASAN
12.09.19.0000;KISARAN BARAT
12.09.20.0000;KISARAN TIMUR
12.10.01.0000;RANTAU UTARA
12.10.02.0000;RANTAU SELATAN
12.10.03.0000;KUALUH HULU
12.10.04.0000;AEK NATAS
12.10.05.0000;NA IX - X
12.10.06.0000;MARBAU
12.10.07.0000;BILAH BARAT
12.10.08.0000;BILAH HILIR
12.10.09.0000;BILAH HULU
12.10.10.0000;KAMPUNG RAKYAT
12.10.11.0000;SILANKITANG
12.10.12.0000;KOTA PINANG
12.10.13.0000;TORGAMBA
12.10.14.0000;PANGKATAN
12.10.15.0000;SUGAI KANAN
12.10.16.0000;KUALUH HILIR
12.10.17.0000;KUALUH LEDONG
12.10.18.0000;PANAI TENGAH
12.10.19.0000;PANAI HILIR
12.10.20.0000;PANAI HULU
12.10.21.0000;KUALUH SELATAN
12.10.22.0000;AEK KUO
12.11.01.0000;SALAK
12.11.02.0000;SUMBUL
12.11.03.0000;TIGA LINGGA
12.11.04.0000;SIEMPAT NEMPU
12.11.05.0000;SILIMA PUNGGA PUNGA
12.11.06.0000;TANAH PINEM
12.11.07.0000;SIEMPAT NEMPU HULU
12.11.08.0000;SIEMPAT NEMPU HILIR
12.11.09.0000;PEGAGAN HILIR
12.11.10.0000;PARBULUAN
12.12.01.0000;BALIGE
12.12.02.0000;PANYABUNGAN UTARA
12.12.03.0000;SILAEN
12.12.04.0000;HABINSARAN
12.12.05.0000;PINTU POHAN MERANTI
12.12.06.0000;BORBOR
12.12.07.0000;PORSEA
12.12.08.0000;AJI BATA
12.12.09.0000;LUMBAN JULU
12.12.10.0000;ULUAN
12.13.01.0000;PANYABUNGAN KOTA
12.13.03.0000;PANYABUNGAN TIMUR
12.13.04.0000;PANYABUNGAN SELATAN
12.13.05.0000;PANYABUNGAN BARAT
12.13.06.0000;S I A B U
12.13.07.0000;BUKIT MALINTANG
12.13.08.0000;KOTANOPAN
12.13.09.0000;LEMBAH SORIK MARAPI
12.13.10.0000;TAMBANGAN
12.13.11.0000;ULU PUNGKUT
12.13.12.0000;MUARA SIPONGI
12.13.13.0000;BATANG NATAL
12.13.14.0000;LANGGA BAYU
12.13.15.0000;BATAHAN
12.13.16.0000;NATAL
12.13.17.0000;MUARA BATANG GADIS
12.14.01.0000;LOLOMATUA
12.14.02.0000;G O M O
12.14.03.0000;LAHUSA
12.14.04.0000;HIBALA
12.14.05.0000;PULAU-PULAU BATU
12.14.06.0000;TELUK DALAM
12.14.07.0000;AMANDRAYA
12.14.08.0000;LALOWA'U
12.15.01.0000;SITELLU TALI URANG JEHE
12.15.02.0000;KERAJAAN
12.16.01.0000;PARLILITAN
12.16.02.0000;POLLUNG
12.16.03.0000;BAKTI RAJA
12.16.04.0000;PARANGINAN
12.16.05.0000;LINTONG NIHUTA
12.16.06.0000;DOLOK SANGGUL
12.16.07.0000;SIJAMA POLANG
12.16.08.0000;ONAN GANJANG
12.16.09.0000;PAKKAT
12.16.10.0000;TARABINTANG
12.17.01.0000;RONGGUR NIHUTA
12.17.02.0000;SIANJUR MULA MULA
12.17.03.0000;PANGURURAN
12.17.04.0000;HARIAN
12.17.05.0000;PALIPI
12.17.06.0000;NAINGGOLAN
12.17.07.0000;ONAN RUNGGU
12.17.08.0000;SIMANINDO
12.18.01.0000;BANGUN PURBA
12.18.02.0000;KUTARIH
12.18.03.0000;DOLOK MASIHOL
12.18.04.0000;SIPISPIS
12.18.05.0000;DOLOK MERAWAN
12.18.06.0000;TEBING TINGGI
12.18.07.0000;BANDAR KHALIFAH
12.18.08.0000;TANJUNG BERINGIN
12.18.09.0000;TELUK MENGKUDU
12.18.10.0000;SEI RAMPAH
12.18.11.0000;GALANG
12.18.12.0000;PERBAUNGAN
12.18.13.0000;PANTAI CERMIN
12.71.01.0000;MEDAN BELAWAN
12.71.02.0000;MEDAN LABUHAN
12.71.03.0000;MEDAN DELI
12.71.04.0000;MEDAN SUNGGAL
12.71.05.0000;MEDAN DENAI
12.71.06.0000;MEDAN TUNTUNGAN
12.71.07.0000;MEDAN JOHOR
12.71.08.0000;MEDAN BARU
12.71.09.0000;MEDAN BARAT
12.71.10.0000;MEDAN KOTA
12.71.11.0000;MEDAN TIMUR
12.71.13.0000;MEDAN TEMBUNG
12.71.14.0000;MEDAN HEVETIA
12.71.15.0000;MEDAN POLONIA
12.71.16.0000;MEDAN MAIMUN
12.71.17.0000;MEDAN SELAYANG
12.71.18.0000;MEDAN AMPLAS
12.71.19.0000;MEDAN AREA
12.71.20.0000;MEDAN PERJUANGAN
12.71.21.0000;MEDAN MARELAN
12.72.01.0000;SIANTAR
12.72.02.0000;SIANTAR BARAT
12.72.03.0000;SIANTAR UTARA
12.72.04.0000;SIANTAR SELATAN
12.72.05.0000;SIANTAR MARIHAT
12.72.06.0000;SIANTAR MARTOBA
12.73.01.0000;SIBOLGA UTARA
12.73.02.0000;SIBOLGA KOTA
12.73.03.0000;SIBOLGA SELATAN
12.73.04.0000;SIBOLGA SAMBAS
12.74.01.0000;TANJUNG BALAI SELATAN
12.74.02.0000;TANJUNG BALAI UTARA
12.74.03.0000;SUNGAI TUALANG RASO
12.74.04.0000;TELUK NIBUNG
12.74.05.0000;DATUK BANDAR
12.75.01.0000;BINJAI UTARA
12.75.02.0000;BINJAI KOTA
12.75.03.0000;BINJAI SELATAN
12.75.04.0000;BINJAI TIMUR
12.75.05.0000;BINJAI BARAT
12.76.01.0000;PADANG HULU
12.76.02.0000;RAMBUTAN
12.76.03.0000;PADANG HILIR
12.77.01.0000;PADANG SIDEMPUAN UTARA
12.77.02.0000;PADANG SIDEMPUAN SELATAN
12.77.03.0000;PADANG SIDEMPUAN TENGGARA
12.77.04.0000;PADANG SIDEMPUAN BATUNADUA
12.77.05.0000;PADANG SIDIMPUAN HUTAIMBARU
11.01.01.0000;BAKONGAN
11.01.02.0000;KLUET UTARA
11.01.03.0000;KLUET SELATAN
11.01.04.0000;LABUHAN HAJI
11.01.05.0000;MEUKEK
11.01.06.0000;SAMADUA
11.01.07.0000;SAWANG
11.01.08.0000;TAPAK TUAN 
11.01.09.0000;TRUMON
11.01.10.0000;PASI RAJA
11.02.01.0000;LAWE ALAS
11.02.02.0000;LAWE SIGALA-GALA
11.02.03.0000;BAMBEL
11.02.04.0000;BABUSSALAM
11.02.05.0000;BADAR
11.02.06.0000;BABUL MAKMUR
11.02.07.0000;DARUL HASANAH
11.03.01.0000;DARUL AMAN
11.03.02.0000;JULOK
11.03.03.0000;IDI RAYEU
11.03.04.0000;BIREM BAYEUEN
11.03.05.0000;SERBAJADI
11.03.06.0000;NURUSSALAM
11.03.07.0000;PEUREULAK
11.03.08.0000;RANTAU SELAMAT
11.03.09.0000;SIMPANG ULIM
11.03.10.0000;RANTAU PEUREULAK
11.03.11.0000;PANTEE BIDARI
11.03.12.0000;MADAT
11.03.13.0000;INDRA MAKMUR
11.03.14.0000;IDI TUNONG
11.03.15.0000;BANDA ALAM
11.03.16.0000;PEUDAWA
11.03.17.0000;PEUREULAK TIMUR
11.03.18.0000;PEUREULAK BARAT
11.03.19.0000;SUNGAI RAYA
11.04.01.0000;LINGE
11.04.02.0000;SILIH NARA
11.04.03.0000;BEBESAN
11.04.04.0000;KOTA TAKENGON
11.04.05.0000;BUKIT
11.04.06.0000;TIMANG GAJAH
11.04.07.0000;BANDAR
11.04.08.0000;PEGASING
11.04.09.0000;BINTANG
11.04.10.0000;SYIAH UTAMA
11.04.11.0000;KETOL
11.05.01.0000;JOHON PAHWALAN
11.08.21.0000;NIBONG
11.08.22.0000;SIMPANG KERAMAT
11.09.01.0000;SALANG
11.09.02.0000;SIMEULUE BARAT
11.09.03.0000;SEMEULUE TENGAH
11.09.04.0000;SIMEULUE TENGAH
11.09.05.0000;TEUPAH SELATAN
11.10.01.0000;PULAU BANYAK
11.10.02.0000;SIMPANG KANAN
11.10.03.0000;SIMPANG KIRI
11.10.04.0000;SINGKIL
11.10.05.0000;RUNDENG
11.10.06.0000;GUNUNG MERIAH
11.10.07.0000;SULTAN DAULAT
11.10.08.0000;PENANGGALAN
11.10.09.0000;KOTA BAHARU
11.10.10.0000;SINGKIL UTARA
11.10.11.0000;DANAU PARIS
11.10.12.0000;SURO
11.10.13.0000;SINGKOHOR
11.11.01.0000;SAMALANGA
11.11.02.0000;JEUNIEB
11.11.03.0000;PEUDADA
11.11.04.0000;JEUMPA
11.11.05.0000;PEUSANGON
11.11.06.0000;MAKMUR
11.11.07.0000;GANDAPURA
11.11.08.0000;PANDRAH
11.11.09.0000;JULI
11.11.10.0000;JANGKA
11.12.01.0000;BLANG PIDIE
11.12.02.0000;TANGAN TANGAN
11.12.03.0000;MANGGENG
11.12.04.0000;SUSOH
11.12.05.0000;KUALA BATEE
11.12.06.0000;BABAH ROT
11.13.01.0000;BLANG KEJEREN
11.13.02.0000;KUTA PANJANG
11.13.03.0000;RIKIT GAIB
11.13.04.0000;TERANGON
11.13.05.0000;PINDING
11.14.01.0000;TEUNOM
11.14.02.0000;KRUENG SABEE
11.14.03.0000;SETIA BHAKTI
11.14.04.0000;SAMPOI NIET
11.14.05.0000;JAYA
11.14.06.0000;KEUDE PANGA
11.15.01.0000;KUALA
11.15.02.0000;SEUNAGAN
11.15.03.0000;SEUNAGAN TIMUR
11.15.04.0000;BEUTONG
11.15.05.0000;DARUL MAKMUR
11.16.01.0000;MANYAK PAYED
11.16.02.0000;BENDAHARA
11.16.03.0000;KARANG BARU
11.16.04.0000;SERUWAY
11.16.05.0000;KOTA KUALA SIMPANG
11.16.06.0000;KEJURUAN MUDA
11.16.07.0000;TAMIANG HULU
11.16.08.0000;RANTAU
11.71,05.0000;LUENG BATA
11.71.01.0000;BAITURRAHMAN
11.71.02.0000;KUTA ALAM
11.71.03.0000;MEURAXA
11.71.04.0000;SYIAH KUALA
11.71.06.0000;KUTA RAJA
11.71.07.0000;JAYA BARU
11.71.09.0000;ULEE KARENG
11.72.01.0000;SUKAKARYA
11.72.02.0000;SUKAJAYA
11.73.01.0000;MUARA DUA
11.73.02.0000;BANDA SAKTI
11.73.03.0000;BLANG MANGAT
11.74.01.0000;LANGSA TIMUR
11.74.02.0000;LANGSA BARAT
11.74.03.0000;LANGSA KOTA
81.01.01.0000;TANIMBAR SELATAN
81.01.02.0000;TANIMBAR UTARA
81.01.03.0000;P.P. BABAR
81.01.05.0000;LETI MOA LAKOR
81.01.06.0000;P.P.TERSELATAN
81.01.07.0000;PULAU WETAR
81.02.01.0000;KEI - KECIL
81.02.02.0000;KUR MANGUR
81.02.03.0000;KEY BESAR
81.02.04.0000;KEI BESAR SELATAN
81.02.05.0000;KEI BESAR UTARA TIMUR
81.03.02.0000;TEON NILA SERUA
81.03.06.0000;SERAM UTARA
81.03.11.0000;TEHORU
81.03.12.0000;SAPARUA
81.03.13.0000;PULAU HARUKU
81.03.14.0000;SLAHUTU
81.03.15.0000;LEIHITU
81.03.16.0000;PULAU NUSA LAUT
81.03.17.0000;M A S O H I
81.05.01.0000;KEIRATU
81.05.02.0000;SERAM BARAT
81.05.03.0000;TANIWEL
81.06.01.0000;PULAU-PULAU  ARU
81.06.02.0000;P. P. ARU SELATAN
81.06.03.0000;P.P. ARU TENGAH
81.07.02.0000;SERAM TIMUR
81.07.03.0000;WERINAMA
81.07.04.0000;PULAU GOROM
81.71.01.0000;NUSANIWE
81.71.02.0000;SIRIMAU
81.71.03.0000;TELUK AMBON BAGUALA
35.01.01.0000;DONOROJO
35.01.02.0000;PRINGKUKU
35.01.03.0000;PUNUNG
35.01.04.0000;PACITAN
35.01.05.0000;KEBONAGUNG
35.01.06.0000;ARJOSARI
35.01.07.0000;NAWANGAN
35.01.08.0000;BANDAR
35.01.09.0000;TEGALOMBO
35.01.10.0000;TULAKAN
35.01.11.0000;NGADIROJO
35.01.12.0000;SUDIMORO
35.02.01.0000;SLAHUNG
35.02.02.0000;NGRAYUN
35.02.03.0000;BUNGKAL
35.02.04.0000;SAMBIT
35.02.05.0000;SAWOO
35.02.06.0000;SOOKO
35.02.07.0000;PULUNG
35.02.08.0000;MLARAK
35.02.09.0000;JETIS
35.02.10.0000;SIMAN
35.02.11.0000;BALONG
35.02.12.0000;KAUMAN
35.02.13.0000;BADEGAN
35.02.14.0000;SAMPUNG
35.02.15.0000;SUKOREJO
35.02.16.0000;BABADAN
35.02.17.0000;PONOROGO
35.02.18.0000;JENANGAN
35.02.19.0000;NGEBEL
35.02.20.0000;JAMBON
35.02.21.0000;PUDAK
35.03.01.0000;PANGGUL
35.03.02.0000;MUNJUNGAN
35.03.03.0000;P U L E
35.03.04.0000;DONGKO
35.03.05.0000;T U G U
35.03.06.0000;KARANGAN
35.03.07.0000;KAMPAK
35.03.08.0000;WATULIMO
35.03.09.0000;BENDUNGAN
35.03.10.0000;GANDUSARI
35.03.11.0000;TRENGGALEK
35.03.12.0000;POGALAN
35.03.13.0000;DURENAN
35.03.14.0000;SURUH
35.04.01.0000;TULUNGAGUNG
35.04.02.0000;BOYOLANGU
35.04.03.0000;KEDUNGWARU
35.04.04.0000;NGANTRU
35.04.05.0000;KAUMAN
35.04.06.0000;PAGERWOJO
35.04.07.0000;SENDANG
35.04.08.0000;KARANG REJO
35.04.09.0000;GONDANG
35.04.10.0000;SUMBERGEMPOL
35.04.11.0000;NGUNUT
35.04.12.0000;PUCANG LABAN
35.04.13.0000;REJOTANGAN
35.04.14.0000;KALIDAWIR
35.04.15.0000;BESUKI
35.04.16.0000;CAMPURDARAT
35.04.17.0000;BANDUNG
35.04.18.0000;PAKEL
35.04.19.0000;TANGGUNGGUNUNG
35.05.01.0000;WONODADI
35.05.02.0000;UDANAWU
35.05.03.0000;SRENGAT
35.05.04.0000;KADEMANGAN
35.05.05.0000;BAKUNG
35.05.06.0000;PONGGOK
35.05.07.0000;SANANKULON
35.05.08.0000;WONOTIRTO
35.05.09.0000;NGLEGOK
35.05.10.0000;KANIGORO
35.05.11.0000;GARUM
35.05.12.0000;SUTOJAYAN
35.05.13.0000;PANGGUNGREJO
35.05.14.0000;TALUN
35.05.15.0000;GANDUSARI
35.05.16.0000;BINANGUN
35.05.17.0000;WLINGI
35.05.18.0000;DOKO
35.05.19.0000;KESAMBEN
35.05.20.0000;WATES
35.05.21.0000;SELOREJO
35.05.22.0000;SELOPURO
35.06.01.0000; SEMEN
35.06.02.0000; MOJO
35.06.03.0000; KRAS
35.06.04.0000;NGADILUWIH
35.06.05.0000;KANDAT
35.06.06.0000;WATES
35.06.07.0000;NGANCAR
35.06.08.0000;P U N C U
35.06.09.0000;PLOSOKLATEN
35.06.10.0000;GURAH
35.06.11.0000;P A G U
35.06.12.0000;GAMPENGREJO
35.06.13.0000;GROGOL
35.06.14.0000;PAPAR
35.06.15.0000;PURWOASRI
35.06.16.0000;PLEMAHAN
35.06.17.0000;P A R E
35.06.18.0000;KEPUNG
35.06.19.0000;KANDANGAN
35.06.20.0000;TAROKAN
35.06.21.0000;KUNJANG
35.06.22.0000;BANYAKAN
35.06.23.0000;RINGINREJO
35.07.01.0000;DONOMULYO
35.07.02.0000;PAGAK
35.07.03.0000;BANTUR
35.07.04.0000;SUMBERMANJING WETAN
35.07.05.0000;DAMPIT
35.07.06.0000;AMPEL GADING
35.07.07.0000;PONCOKUSUMO
35.07.08.0000;WAJAK
35.07.09.0000;TUREN
35.07.10.0000;GONDANGLEGI
35.07.11.0000;KALIPARE
35.07.12.0000;SUMBER PUCUNG
35.07.13.0000;KEPANJEN
35.07.14.0000;BULULAWANG
35.07.15.0000;TAJINAN
33.17.06.0000;SEDAN
33.17.07.0000;PAMOTAN
33.17.08.0000;SULANG
33.17.09.0000;KALIORI
33.17.10.0000;REMBANG
33.17.11.0000;PANCUR
33.17.12.0000;KRAGAN
33.17.13.0000;SLUKE
33.17.14.0000;LASEM
33.18.01.0000;SUKOLILO
33.18.02.0000;KAYEN
33.18.03.0000;TAMBAKROMO
33.18.04.0000;WINONG
33.18.05.0000;PUCAKWANGI
33.18.06.0000;JAKEN
33.18.07.0000;BATANGAN
33.18.08.0000;JUWANA
33.18.09.0000;JAKENAN
33.18.10.0000;PATI
33.18.11.0000;GABUS
33.18.12.0000;MARGOREJO
33.18.13.0000;GEMBONG
33.18.14.0000;TLOGOWUNGU
33.18.15.0000;WEDARIJAKSA
33.18.16.0000;MARGOYOSO
33.18.17.0000;GUNGWUNGKAL
33.18.18.0000;CLUWAK
33.18.19.0000;TAYU
33.18.20.0000;DUKUHSETI
33.18.21.0000;TRANGKIL
33.19.01.0000;KALIWUNGU
33.19.02.0000;KUDUS
33.19.03.0000;J A T I
33.19.04.0000;UNDAAN
33.19.05.0000;MEJOBO
33.19.06.0000;JEKULO
33.19.07.0000;B A E
33.19.08.0000;GEBOG
33.19.09.0000;D A W E
33.20.01.0000;KEDUNG
33.20.02.0000;PECANGAAN
33.20.03.0000;WELAHAN
33.20.04.0000;MAYONG
33.20.05.0000;BATEALIT
33.20.06.0000;JEPARA
33.20.07.0000;MLONGGO
33.20.08.0000;BANGSRI
33.20.09.0000;KELING
33.20.10.0000;KARIMUNJAWA
33.20.11.0000;TAHUNAN
33.20.12.0000;NALUMSARI
33.20.13.0000;KALINYAMATAN      
33.20.14.0000;KEMBANG               
33.21.01.0000;MRANGGEN
33.21.02.0000;KARANGAWEN
33.21.03.0000;GUNTUR
33.21.04.0000;SAYUNG
33.21.05.0000;KARANGTENGAH
33.21.06.0000;WONOSALAM
33.21.07.0000;DEMPET                  
33.21.08.0000;GAJAH
33.21.09.0000;KARANGANYAR
33.21.10.0000;MIJEN
33.21.11.0000;DEMAK
33.21.12.0000;BONANG
33.21.13.0000;WEDUNG
33.21.14.0000;KEBONAGUNG        
33.22.01.0000;GETASAN
33.22.02.0000;TENGARAN
33.22.03.0000;SUSUKAN
33.22.04.0000;SURUH
33.22.05.0000;PABELAN
33.22.06.0000;TUNTANG
33.22.07.0000;BANYUBIRU
33.22.08.0000;JAMBU
33.22.09.0000;SUMOWONO
33.22.10.0000;AMBARAWA
33.22.11.0000;BAWEN
33.22.12.0000;BRINGIN
33.22.13.0000;BERGAS
33.22.14.0000;UNGARAN
33.22.15.0000;PRINGAPUS
33.22.16.0000;BANCAK                 
33.22.17.0000;KALIWUNGU           
33.23.01.0000;BULU
33.23.02.0000;TEMBARAK
33.23.03.0000;TEMANGGUNG       
33.23.04.0000;PRINGSURAT
33.23.05.0000;KALORAN
33.23.06.0000;KANDANGAN
33.23.07.0000;K E D U
33.23.08.0000;PARAKAN
33.23.09.0000;NGADIREJO
33.23.10.0000;J U M O
33.23.11.0000;TRETEP
33.23.12.0000;CANDIROTO
33.23.13.0000;KRANGGAN
33.23.14.0000;TLOGOMULYO        
33.23.15.0000;SELOPAMPANG    
33.23.16.0000;BANSARI                
